"Source","Affiliation","Institution","Country","DOI","ORCID","gleif","grid","psi","wikidata","isni"
"ORCID","University of Cambridge","University of Cambridge","GB",,"http://orcid.org/0000-0002-6188-9363","549300BHKNQHVK7MQW57","grid.5335.0",590489,"http://www.wikidata.org/entity/Q35794","0000000121885934"
"ORCID","Institute of Immunology and Physiology, Ural Branch of the Russian Academy of Sciences","Institute of Immunology and Physiology, Ural Branch of the Russian Academy of Sciences","RU",,"http://orcid.org/0000-0001-9788-1243","N/A","grid.473278.d",570081,"N/A","0000000403973094"
"ORCID","Bariatric Medicine Institute","Bariatric Medicine Institute","US",,"http://orcid.org/0000-0002-9002-7463","N/A","N/A","N/A","N/A","N/A"
"ORCID","Guilford County Schools","Guilford County Schools","US",,"http://orcid.org/0000-0002-2785-7974","N/A","grid.428943.0","N/A","http://www.wikidata.org/entity/Q5615918","N/A"
"ORCID","University of Vigo","University of Vigo","ES",,"http://orcid.org/0000-0002-0111-2413","N/A","grid.6312.6",606580,"http://www.wikidata.org/entity/Q666916","0000000120976738"
"ORCID","Macquarie University","Macquarie University","AU",,"http://orcid.org/0000-0001-6233-2148","N/A","grid.1004.5",634916,"http://www.wikidata.org/entity/Q741082","0000000121585405"
"ORCID","Cleveland Clinic","Cleveland Clinic","US",,"http://orcid.org/0000-0001-8342-4252","5493005LGDPOFHUC6Z36","grid.239578.2",435385,"N/A","0000000106754725"
"ORCID","Eastern Mediterranean University","Eastern Mediterranean University","TR",,"http://orcid.org/0000-0003-0030-1471","N/A","grid.461270.6",472645,"http://www.wikidata.org/entity/Q2035790","0000000405956570"
"ORCID","Ibra College of Technology","Ibra College of Technology","OM",,"http://orcid.org/0000-0002-2747-5562","N/A","N/A","N/A","N/A","0000000404083026"
"ORCID","University of Oxford","University of Oxford","GB",,"http://orcid.org/0000-0002-3558-5198","N/A","grid.4991.5",590529,"http://www.wikidata.org/entity/Q34433","0000000419368948"
"ORCID","Federal University Kashere","Federal University Kashere","NG",,"http://orcid.org/0000-0002-2864-8189","N/A","grid.459482.6","N/A","N/A","000000046023815X"
"ORCID","Instituto Tecnológico y de Estudios Superiores de Monterrey - Campus Ciudad de México","Instituto Tecnológico y de Estudios Superiores de Monterrey - Campus Ciudad de México","MX",,"http://orcid.org/0000-0002-8253-4828","N/A","grid.419886.a",512984,"http://www.wikidata.org/entity/Q1343885","0000000404836227"
"ORCID","Hong Kong Polytechnic University","Hong Kong Polytechnic University","HK",,"http://orcid.org/0000-0003-1714-779X","CBSM1YAON3H6OHZE0I79","grid.16890.36",505849,"http://www.wikidata.org/entity/Q1187271","0000000417646123"
"ORCID","Montana State University Bozeman","Montana State University Bozeman","US",,"http://orcid.org/0000-0003-1631-2001","549300EDOIFNXLYW4H08","grid.41891.35",448474,"http://www.wikidata.org/entity/Q1861687","0000000121566108"
"ORCID","Inter-University Accelerator Centre","Inter-University Accelerator Centre","IN",,"http://orcid.org/0000-0002-2615-5188","N/A","grid.440694.b",573308,"N/A","0000000417963049"
"ORCID","Universiti Brunei Darussalam","Universiti Brunei Darussalam","BN",,"http://orcid.org/0000-0002-8887-4794","N/A","grid.440600.6",419489,"N/A","0000000121701621"
"ORCID","King Saud University","King Saud University","SA",,"http://orcid.org/0000-0002-9038-4567","N/A","grid.56302.32",506034,"http://www.wikidata.org/entity/Q1752043","0000000417735396"
"ORCID","Academy of Scientific and Innovative Research","Academy of Scientific and Innovative Research","IN",,"http://orcid.org/0000-0003-0726-7878","N/A","grid.469887.c","N/A","http://www.wikidata.org/entity/Q14956968","N/A"
"ORCID","Faculty of Engineering, University of Porto","Faculty of Engineering, University of Porto","PT",,"http://orcid.org/0000-0002-7627-189X","N/A","grid.5808.5",485869,"http://www.wikidata.org/entity/Q1422903","0000000115037226"
"ORCID","Rutgers New Jersey Medical School","Rutgers New Jersey Medical School","US",,"http://orcid.org/0000-0002-6692-7322","N/A","grid.430387.b","N/A","http://www.wikidata.org/entity/Q499451","0000000089362606"
"ORCID","Swansea University","Swansea University","GB",,"http://orcid.org/0000-0002-3955-0144","N/A","grid.4827.9",590366,"http://www.wikidata.org/entity/Q1420500","0000000106588800"
"ORCID","St. Jude Children's Research Hospital","St. Jude Children's Research Hospital","US",,"http://orcid.org/0000-0002-9923-5218","N/A","grid.240871.8",434848,"http://www.wikidata.org/entity/Q1164246","000000010224711X"
"ORCID","University of Kentucky College of Agriculture Food and Environment","University of Kentucky College of Agriculture Food and Environment","US",,"http://orcid.org/0000-0002-9729-5524","549300CXE3YQ1HXYCQ71","grid.266539.d",434770,"http://www.wikidata.org/entity/Q1360303","0000000406153673"
"ORCID","Newcastle University","Newcastle University","GB",,"http://orcid.org/0000-0002-1786-8629","N/A","grid.1006.7",590181,"http://www.wikidata.org/entity/Q837164","0000000104627212"
"ORCID","Harvard Medical School","Harvard Medical School","US",,"http://orcid.org/0000-0001-8792-0464","N/A","grid.471403.5",448244,"http://www.wikidata.org/entity/Q49121","0000000403780882"
"ORCID","Universitat Autònoma de Barcelona","Universitat Autònoma de Barcelona","ES",,"http://orcid.org/0000-0001-7498-4864",9.59800201400058E+019,"grid.7080.f",606627,"http://www.wikidata.org/entity/Q43452","0000000120970205"
"ORCID","Jackson State University","Jackson State University","US",,"http://orcid.org/0000-0003-1899-0498","N/A","grid.257990.0",442169,"http://www.wikidata.org/entity/Q1747601","0000000106718898"
"ORCID","University of Geneva","University of Geneva","CH",,"http://orcid.org/0000-0002-1710-9550","N/A","grid.8591.5",499442,"http://www.wikidata.org/entity/Q503473","0000000123224988"
"ORCID","Universidad Pablo de Olavide","Universidad Pablo de Olavide","ES",,"http://orcid.org/0000-0002-5451-8521","N/A","grid.15449.3d",606506,"http://www.wikidata.org/entity/Q477988","0000000122002355"
"ORCID","University of Potsdam","University of Potsdam","DE",,"http://orcid.org/0000-0002-6289-6987","N/A","grid.11348.3f",470794,"http://www.wikidata.org/entity/Q153012","0000000109421117"
